Date,Name,Year,Letterboxd URI,Rating
2015-05-14,Dirty Girls,2000,https://letterboxd.com/film/dirty-girls/,5
2015-05-16,Repo Man,1984,https://letterboxd.com/film/repo-man/,5
2015-05-19,All Good Things,2010,https://letterboxd.com/film/all-good-things/,3.5
2015-05-22,Beyond Clueless,2014,https://letterboxd.com/film/beyond-clueless/,3.5
2015-05-23,Disturbing Behavior,1998,https://letterboxd.com/film/disturbing-behavior/,3
2015-05-23,Ginger Snaps,2000,https://letterboxd.com/film/ginger-snaps/,4
2015-05-26,This Is Where I Leave You,2014,https://letterboxd.com/film/this-is-where-i-leave-you/,3
2015-05-26,Cleveland Abduction,2015,https://letterboxd.com/film/cleveland-abduction/,3.5
2015-06-29,Blow-Up,1966,https://letterboxd.com/film/blow-up/,4
2015-06-29,Blow Out,1981,https://letterboxd.com/film/blow-out/,3.5
2015-06-29,It Follows,2014,https://letterboxd.com/film/it-follows/,4
2015-07-11,Fatal Honeymoon,2012,https://letterboxd.com/film/fatal-honeymoon/,2.5
2015-07-15,Night Will Fall,2014,https://letterboxd.com/film/night-will-fall/,4
2015-07-20,Trainwreck,2015,https://letterboxd.com/film/trainwreck/,4
2015-07-20,Tig,2015,https://letterboxd.com/film/tig/,5
2015-07-20,Todd Barry: The Crowd Work Tour,2014,,5
2015-08-23,Revolution '67,2007,https://letterboxd.com/film/revolution-67/,3
2015-08-23,Finding Vivian Maier,2013,https://letterboxd.com/film/finding-vivian-maier/,4
2015-09-06,Black Sunday,1960,https://letterboxd.com/film/black-sunday-1960/,3.5
2015-09-06,Demons 2,1986,https://letterboxd.com/film/demons-2/,3
2015-09-06,A Bay of Blood,1971,https://letterboxd.com/film/a-bay-of-blood/,3
2015-09-06,Night of the Zombies,1980,https://letterboxd.com/film/night-of-the-zombies-1980/,2.5
2015-09-06,The House by the Cemetery,1981,https://letterboxd.com/film/the-house-by-the-cemetery/,4
2015-09-12,Preservation,2014,https://letterboxd.com/film/preservation/,3
2015-09-13,Troll 2,1990,https://letterboxd.com/film/troll-2/,3
2015-09-13,The Sacrament,2013,https://letterboxd.com/film/the-sacrament/,3
2015-09-13,Best Worst Movie,2009,https://letterboxd.com/film/best-worst-movie/,3.5
2015-09-14,White Bird in a Blizzard,2014,https://letterboxd.com/film/white-bird-in-a-blizzard/,3.5
2015-09-19,Citizenfour,2014,https://letterboxd.com/film/citizenfour/,5
2015-09-20,True Story,2015,https://letterboxd.com/film/true-story/,3.5
2015-09-22,The Inauguration of the Pleasure Dome,1954,https://letterboxd.com/film/the-inauguration-of-the-pleasure-dome/,3.5
2015-09-23,The Cowboy and the Frenchman,1988,https://letterboxd.com/film/the-cowboy-and-the-frenchman/,4
2015-09-23,Premonition Following an Evil Deed,1995,https://letterboxd.com/film/premonition-following-an-evil-deed/,4.5
2015-09-27,A Spell to Ward Off the Darkness,2013,https://letterboxd.com/film/a-spell-to-ward-off-the-darkness/,4
2015-09-28,Ungodly Acts,2015,https://letterboxd.com/film/ungodly-acts/,1.5
2015-10-02,Begotten,1990,https://letterboxd.com/film/begotten/,3.5
2015-10-03,Eaten Alive,1976,https://letterboxd.com/film/eaten-alive/,3
2015-10-06,The Others,2001,https://letterboxd.com/film/the-others/,3.5
2015-10-10,Halloween,1978,https://letterboxd.com/film/halloween-1978/,4
2015-10-10,Halloween II,1981,https://letterboxd.com/film/halloween-ii-1981/,3.5
2015-10-10,Secrets in the Walls,2010,https://letterboxd.com/film/secrets-in-the-walls/,3
2015-10-11,A Nightmare on Elm Street,1984,https://letterboxd.com/film/a-nightmare-on-elm-street/,3.5
2015-10-14,Halloween 4: The Return of Michael Myers,1988,https://letterboxd.com/film/halloween-4-the-return-of-michael-myers/,3.5
2015-10-16,Dante's Peak,1997,https://letterboxd.com/film/dantes-peak/,3.5
2015-10-17,When a Stranger Calls,1979,https://letterboxd.com/film/when-a-stranger-calls/,3.5
2015-10-20,The Return of the Living Dead,1985,https://letterboxd.com/film/the-return-of-the-living-dead/,3.5
2015-10-25,"As Above, So Below",2014,https://letterboxd.com/film/as-above-so-below-2014/,2.5
2015-10-31,House of 1000 Corpses,2003,https://letterboxd.com/film/house-of-1000-corpses/,2.5
2015-10-31,The Devil's Rejects,2005,https://letterboxd.com/film/the-devils-rejects/,3
2015-10-31,The Nightmare,2015,https://letterboxd.com/film/the-nightmare-2015/,4
2015-11-01,Friday the 13th Part 2,1981,https://letterboxd.com/film/friday-the-13th-part-2/,3.5
2015-11-02,Misery Loves Comedy,2015,https://letterboxd.com/film/misery-loves-comedy/,4
2015-11-14,Friday the 13th Part VI: Jason Lives,1986,https://letterboxd.com/film/friday-the-13th-part-vi-jason-lives/,3.5
2015-11-21,Goodnight Mommy,2014,https://letterboxd.com/film/goodnight-mommy/,4
2015-11-22,Blade Runner,1982,https://letterboxd.com/film/blade-runner/,4
2015-11-26,Pure Country,1992,https://letterboxd.com/film/pure-country/,2.5
2015-12-07,Everybody's Fine,2009,https://letterboxd.com/film/everybodys-fine-2009/,3
2015-12-08,Point Blank,1967,https://letterboxd.com/film/point-blank/,4
2015-12-12,In a Lonely Place,1950,https://letterboxd.com/film/in-a-lonely-place/,3.5
2015-12-12,Die Hard,1988,https://letterboxd.com/film/die-hard/,5
2015-12-14,Krampus,2015,https://letterboxd.com/film/krampus/,3
2015-12-19,Eyes Wide Shut,1999,https://letterboxd.com/film/eyes-wide-shut/,5
2015-12-19,A Dog Named Christmas,2009,https://letterboxd.com/film/a-dog-named-christmas/,3
2015-12-20,Beyond the Darkness,1979,https://letterboxd.com/film/beyond-the-darkness/,3
2015-12-22,Star Wars: The Force Awakens,2015,https://letterboxd.com/film/star-wars-the-force-awakens/,4
2015-12-30,An Unreal Dream: The Michael Morton Story,2013,https://letterboxd.com/film/an-unreal-dream-the-michael-morton-story/,3
2016-01-09,Shania A Life in Eight Albums,2005,https://letterboxd.com/film/shania-a-life-in-eight-albums/,3.5
2016-01-10,Female Trouble,1974,https://letterboxd.com/film/female-trouble/,4
2016-01-10,Practical Magic,1998,https://letterboxd.com/film/practical-magic/,3.5
2016-01-11,Mad Max: Fury Road,2015,https://letterboxd.com/film/mad-max-fury-road/,4
2016-01-25,Win Win,2011,https://letterboxd.com/film/win-win/,4
2016-01-30,Ex Machina,2014,https://letterboxd.com/film/ex-machina-2014/,3.5
2016-01-31,Ghost World,2001,https://letterboxd.com/film/ghost-world/,4
2016-01-31,The Revenant,2015,https://letterboxd.com/film/the-revenant-2015/,4
2016-02-09,Crossfire,1947,https://letterboxd.com/film/crossfire/,3.5
2016-02-12,The Passenger,1975,https://letterboxd.com/film/the-passenger/,5
2016-02-12,"Hail, Caesar!",2016,https://letterboxd.com/film/hail-caesar-2016/,3.5
2016-02-15,Irrational Man,2015,https://letterboxd.com/film/irrational-man/,2.5
2016-02-21,Funeral Parade of Roses,1969,https://letterboxd.com/film/funeral-parade-of-roses/,4
2016-02-21,Teen Witch,1989,https://letterboxd.com/film/teen-witch/,4
2016-02-24,Double Indemnity,1944,https://letterboxd.com/film/double-indemnity/,5
2016-03-05,The Martian,2015,https://letterboxd.com/film/the-martian/,3.5
2016-03-19,The Godfather,1972,https://letterboxd.com/film/the-godfather/,5
2016-03-20,The Barkley Marathons: The Race That Eats Its Young,2014,https://letterboxd.com/film/the-barkley-marathons-the-race-that-eats-its-young/,4
2016-03-26,2 Fast 2 Furious,2003,https://letterboxd.com/film/2-fast-2-furious/,4
2016-03-31,Major League,1989,https://letterboxd.com/film/major-league/,4
2016-04-10,Maximum Overdrive,1986,https://letterboxd.com/film/maximum-overdrive/,2
2016-04-10,Hannibal Buress: Hannibal Takes Edinburgh,2016,https://letterboxd.com/film/hannibal-buress-hannibal-takes-edinburgh/,4
2016-04-23,Billy Elliot,2000,https://letterboxd.com/film/billy-elliot/,3.5
2016-04-24,The Fisher King,1991,https://letterboxd.com/film/the-fisher-king/,3
2016-04-30,"Ladies and Gentlemen, the Fabulous Stains",1982,https://letterboxd.com/film/ladies-and-gentlemen-the-fabulous-stains/,4
2016-05-03,Jurassic World,2015,https://letterboxd.com/film/jurassic-world/,2
2016-05-08,The Butterfly Effect 2,2006,https://letterboxd.com/film/the-butterfly-effect-2/,1.5
2016-05-11,Fateful Findings,2013,https://letterboxd.com/film/fateful-findings/,4
2016-05-14,Basic Instinct,1992,https://letterboxd.com/film/basic-instinct/,2
2016-05-16,Loose Change: Final Cut,2007,https://letterboxd.com/film/loose-change-final-cut/,3
2016-05-17,The Sandlot,1993,https://letterboxd.com/film/the-sandlot/,5
2016-05-21,The Craft,1996,https://letterboxd.com/film/the-craft/,4.5
2016-05-22,Swamp Thing,1982,https://letterboxd.com/film/swamp-thing/,2
2016-05-22,Natural Born Killers,1994,https://letterboxd.com/film/natural-born-killers/,3
2016-05-23,The Witch,2015,https://letterboxd.com/film/the-witch-2015/,4.5
2016-06-26,Howard the Duck,1986,https://letterboxd.com/film/howard-the-duck/,2.5
2016-06-26,Death Metal Angola,2014,https://letterboxd.com/film/death-metal-angola/,3.5
2016-06-27,Hearts of Darkness: A Filmmaker's Apocalypse,1991,https://letterboxd.com/film/hearts-of-darkness-a-filmmakers-apocalypse/,3.5
2016-07-11,Hush,2016,https://letterboxd.com/film/hush-2016/,3
2016-07-18,The Big Short,2015,https://letterboxd.com/film/the-big-short/,4
2016-07-24,Predator,1987,https://letterboxd.com/film/predator/,4
2016-07-30,The Usual Suspects,1995,https://letterboxd.com/film/the-usual-suspects/,3.5
2016-07-30,Pass Thru,2016,https://letterboxd.com/film/pass-thru/,4
2016-08-01,It! The Terror from Beyond Space,1958,https://letterboxd.com/film/it-the-terror-from-beyond-space/,3
2016-08-01,Alien,1979,https://letterboxd.com/film/alien/,4.5
2016-08-08,Jurassic Park,1993,https://letterboxd.com/film/jurassic-park/,4
2016-08-08,Jaws,1975,https://letterboxd.com/film/jaws/,4
2016-08-14,Hitchcock/Truffaut,2015,https://letterboxd.com/film/hitchcock-truffaut/,4
2016-08-15,Sting: Moment of Truth,2004,https://letterboxd.com/film/sting-moment-of-truth/,2
2016-08-20,Friday the 13th,1980,https://letterboxd.com/film/friday-the-13th/,4
2016-08-27,Friday the 13th: A New Beginning,1985,https://letterboxd.com/film/friday-the-13th-a-new-beginning/,3
2016-08-28,Friday the 13th Part VII: The New Blood,1988,https://letterboxd.com/film/friday-the-13th-part-vii-the-new-blood/,3
2016-08-28,Just Before Dawn,1981,https://letterboxd.com/film/just-before-dawn-1981/,3.5
2016-08-28,The Burning,1981,https://letterboxd.com/film/the-burning-1981/,3
2016-09-03,Milk Money,1994,https://letterboxd.com/film/milk-money/,4
2016-09-04,Pieces,1982,https://letterboxd.com/film/pieces/,3
2016-09-04,Cemetery Man,1994,https://letterboxd.com/film/cemetery-man/,3.5
2016-09-04,What Have You Done to Solange?,1972,https://letterboxd.com/film/what-have-you-done-to-solange/,3
2016-09-04,Zombie Flesh Eaters,1979,https://letterboxd.com/film/zombie-flesh-eaters/,3.5
2016-09-06,Alien³,1992,https://letterboxd.com/film/alien-3/,3.5
2016-09-10,Wayne's World,1992,https://letterboxd.com/film/waynes-world/,4
2016-09-10,Wayne's World 2,1993,https://letterboxd.com/film/waynes-world-2/,2.5
2016-09-17,The Blair Witch Project,1999,https://letterboxd.com/film/the-blair-witch-project/,4.5
2016-09-18,Blair Witch,2016,https://letterboxd.com/film/blair-witch/,3
2016-09-19,Creepshow,1982,https://letterboxd.com/film/creepshow/,3.5
2016-09-24,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,https://letterboxd.com/film/raiders-the-story-of-the-greatest-fan-film-ever-made/,3.5
2016-09-24,Raiders of the Lost Ark - The Adaptation,1989,https://letterboxd.com/film/raiders-of-the-lost-ark-the-adaptation/,3.5
2016-10-01,I Spit on Your Grave,1978,https://letterboxd.com/film/i-spit-on-your-grave/,3
2016-10-01,Death Weekend,1976,https://letterboxd.com/film/death-weekend/,2.5
2016-10-02,The Texas Chain Saw Massacre,1974,https://letterboxd.com/film/the-texas-chain-saw-massacre/,5
2016-10-02,The Blood Spattered Bride,1972,https://letterboxd.com/film/the-blood-spattered-bride/,2
2016-10-03,The Number 23,2007,https://letterboxd.com/film/the-number-23/,3
2016-10-08,The Fly,1986,https://letterboxd.com/film/the-fly-1986/,4
2016-10-08,Cat's Eye,1985,https://letterboxd.com/film/cats-eye/,3
2016-10-10,Grey Gardens,1975,https://letterboxd.com/film/grey-gardens/,4.5
2016-10-19,The Fly,1958,https://letterboxd.com/film/the-fly/,3
2016-10-20,13th,2016,https://letterboxd.com/film/13th/,4
2016-10-30,The Shining,1980,https://letterboxd.com/film/the-shining/,5
2016-10-31,Critters,1986,https://letterboxd.com/film/critters/,3
2016-11-01,Leprechaun,1993,https://letterboxd.com/film/leprechaun/,2.5
2016-11-12,They Live,1988,https://letterboxd.com/film/they-live/,4
2016-11-15,Kingpin,1996,https://letterboxd.com/film/kingpin/,3
2016-11-26,Trilogy of Terror,1975,https://letterboxd.com/film/trilogy-of-terror/,3.5
2016-11-26,Trilogy of Terror II,1996,https://letterboxd.com/film/trilogy-of-terror-ii/,1.5
2016-12-11,Swimfan,2002,https://letterboxd.com/film/swimfan/,3.5
2016-12-18,Sleepaway Camp,1983,https://letterboxd.com/film/sleepaway-camp/,3.5
2016-12-18,Rogue One: A Star Wars Story,2016,https://letterboxd.com/film/rogue-one-a-star-wars-story/,4
2016-12-22,The Santa Clause,1994,https://letterboxd.com/film/the-santa-clause/,2.5
2017-01-02,The Dark Knight,2008,https://letterboxd.com/film/the-dark-knight/,3.5
2017-01-06,Double Down,2005,https://letterboxd.com/film/double-down-2005/,3
2017-01-06,Puce Moment,1949,https://letterboxd.com/film/puce-moment/,4.5
2017-01-06,Rabbit's Moon,1971,https://letterboxd.com/film/rabbits-moon/,3.5
2017-01-06,Scorpio Rising,1963,https://letterboxd.com/film/scorpio-rising/,4
2017-01-07,Fear,1996,https://letterboxd.com/film/fear-1996/,3
2017-01-07,Fire in the Sky,1993,https://letterboxd.com/film/fire-in-the-sky/,3.5
2017-01-12,Jason X,2001,https://letterboxd.com/film/jason-x/,2
2017-01-16,Aerosmith - The Making of Pump,1990,https://letterboxd.com/film/aerosmith-the-making-of-pump/,2.5
2017-01-16,Lucifer Rising,1972,https://letterboxd.com/film/lucifer-rising/,3
2017-01-16,Hellraiser,1987,https://letterboxd.com/film/hellraiser/,3
2017-01-16,Profilers: Gaze Into the Abyss,2014,https://letterboxd.com/film/profilers-gaze-into-the-abyss/,3
2017-01-16,Lo and Behold: Reveries of the Connected World,2016,https://letterboxd.com/film/lo-and-behold-reveries-of-the-connected-world/,3.5
2017-01-20,Terrifier,2011,https://letterboxd.com/film/terrifier/,3
2017-01-20,All Hallows' Eve,2013,https://letterboxd.com/film/all-hallows-eve/,3
2017-01-23,Andy Warhol: A Documentary Film,2006,https://letterboxd.com/film/andy-warhol-a-documentary-film/,3.5
2017-01-26,Premium Rush,2012,https://letterboxd.com/film/premium-rush/,3.5
2017-02-02,Winter Light,1963,https://letterboxd.com/film/winter-light/,4.5
2017-02-02,Swamp Ape,2017,https://letterboxd.com/film/swamp-ape/,1.5
2017-02-09,Arena,1989,https://letterboxd.com/film/arena/,2.5
2017-02-16,A Dog's Best Friend,1959,https://letterboxd.com/film/a-dogs-best-friend/,3
2017-02-20,Vertigo,1958,https://letterboxd.com/film/vertigo/,3.5
2017-02-20,Psycho,1960,https://letterboxd.com/film/psycho/,4.5
2017-02-20,Children of Men,2006,https://letterboxd.com/film/children-of-men/,4.5
2017-02-22,Fifty Shades of Grey,2015,https://letterboxd.com/film/fifty-shades-of-grey/,3
2017-02-27,Event Horizon,1997,https://letterboxd.com/film/event-horizon/,3
2017-02-27,Get Out,2017,https://letterboxd.com/film/get-out-2017/,4
2017-03-05,10 Cloverfield Lane,2016,https://letterboxd.com/film/10-cloverfield-lane/,3.5
2017-03-06,Stage Fright,1950,https://letterboxd.com/film/stage-fright/,4
2017-03-07,Into the Abyss,2011,https://letterboxd.com/film/into-the-abyss/,3
2017-03-07,All the President's Men,1976,https://letterboxd.com/film/all-the-presidents-men/,4.5
2017-03-13,Tickled,2016,https://letterboxd.com/film/tickled/,4
2017-03-14,Arrival,2016,https://letterboxd.com/film/arrival-2016/,4
2017-03-16,We Are the Flesh,2016,https://letterboxd.com/film/we-are-the-flesh/,3.5
2017-03-18,The Green Inferno,2013,https://letterboxd.com/film/the-green-inferno/,1.5
2017-03-20,The Birds,1963,https://letterboxd.com/film/the-birds/,4
2017-03-27,GoodFellas,1990,https://letterboxd.com/film/goodfellas/,5
2017-04-05,Alien Autopsy: (Fact or Fiction?),1995,https://letterboxd.com/film/alien-autopsy-fact-or-fiction/,3
2017-04-07,Angus,1995,https://letterboxd.com/film/angus/,4
2017-04-11,RoboCop,1987,https://letterboxd.com/film/robocop/,3.5
2017-04-12,RoboCop 2,1990,https://letterboxd.com/film/robocop-2/,2.5
2017-04-17,Hesher,2010,https://letterboxd.com/film/hesher/,3.5
2017-04-19,Chopping Mall,1986,https://letterboxd.com/film/chopping-mall/,3
2017-04-21,Ransom,1996,https://letterboxd.com/film/ransom/,4
2017-04-23,"The Death of ""Superman Lives"": What Happened?",2015,https://letterboxd.com/film/the-death-of-superman-lives-what-happened/,3.5
2017-05-13,Dark Night,2016,https://letterboxd.com/film/dark-night/,3.5
2017-05-13,Hello Mary Lou: Prom Night II,1987,https://letterboxd.com/film/hello-mary-lou-prom-night-ii/,3.5
2017-05-15,Twin Peaks: Fire Walk with Me,1992,https://letterboxd.com/film/twin-peaks-fire-walk-with-me/,4
2017-05-17,Darling,2015,https://letterboxd.com/film/darling-2015-1/,4
2017-05-19,Pod,2015,https://letterboxd.com/film/pod/,3
2017-05-27,Night of the Comet,1984,https://letterboxd.com/film/night-of-the-comet/,3
2017-05-28,The Evil Dead,1981,https://letterboxd.com/film/the-evil-dead/,4.5
2017-05-28,Evil Dead II,1987,https://letterboxd.com/film/evil-dead-ii/,4
2017-05-29,Raiders of the Living Dead,1986,https://letterboxd.com/film/raiders-of-the-living-dead/,1.5
2017-05-31,Snake Eyes,1998,https://letterboxd.com/film/snake-eyes/,3.5
2017-05-31,De Palma,2015,https://letterboxd.com/film/de-palma/,3
2017-06-02,The Fate of the Furious,2017,https://letterboxd.com/film/the-fate-of-the-furious/,3
2017-06-03,Beneath the Skin,1981,https://letterboxd.com/film/beneath-the-skin-1981/,4
2017-06-03,Possibly in Michigan,1983,https://letterboxd.com/film/possibly-in-michigan/,4
2017-06-03,Annie Lloyd,2008,https://letterboxd.com/film/annie-lloyd/,4
2017-06-03,Pulling Up Roots,2015,https://letterboxd.com/film/pulling-up-roots/,3.5
2017-06-03,Some Dark Place,2016,https://letterboxd.com/film/some-dark-place/,3.5
2017-06-03,Pet Sematary,1989,https://letterboxd.com/film/pet-sematary/,3
2017-06-04,A Clockwork Orange,1971,https://letterboxd.com/film/a-clockwork-orange/,4
2017-06-04,Deathgasm,2015,https://letterboxd.com/film/deathgasm/,3.5
2017-06-05,Cliffhanger,1993,https://letterboxd.com/film/cliffhanger/,3
2017-06-06,Dumb: The Story of Big Brother Magazine,2017,https://letterboxd.com/film/dumb-the-story-of-big-brother-magazine/,3.5
2017-06-07,The Void,2016,https://letterboxd.com/film/the-void-2016/,3.5
2017-06-08,Escape from New York,1981,https://letterboxd.com/film/escape-from-new-york/,3.5
2017-06-09,Christine,2016,https://letterboxd.com/film/christine-2016/,4.5
2017-06-13,They Look Like People,2015,https://letterboxd.com/film/they-look-like-people/,3.5
2017-06-24,Night of the Lepus,1972,https://letterboxd.com/film/night-of-the-lepus/,3.5
2017-06-25,Carnival of Souls,1962,https://letterboxd.com/film/carnival-of-souls/,3.5
2017-06-25,Squirm,1976,https://letterboxd.com/film/squirm/,3
2017-06-26,Don't Think Twice,2016,https://letterboxd.com/film/dont-think-twice/,4
2017-06-26,Oklahoma City,2017,https://letterboxd.com/film/oklahoma-city/,3
2017-07-01,The Purge,2013,https://letterboxd.com/film/the-purge/,2
2017-07-01,Speed,1994,https://letterboxd.com/film/speed/,3.5
2017-07-05,Dawn of the Planet of the Apes,2014,https://letterboxd.com/film/dawn-of-the-planet-of-the-apes/,3
2017-07-08,Video Violence,1987,https://letterboxd.com/film/video-violence/,3.5
2017-07-08,Video Violence 2,1987,https://letterboxd.com/film/video-violence-2/,3.5
2017-07-08,Cannibal Campout,1988,https://letterboxd.com/film/cannibal-campout/,3
2017-07-09,Nobody Speak: Trials of the Free Press,2017,https://letterboxd.com/film/nobody-speak-trials-of-the-free-press/,3
2017-07-09,Slime City,1988,https://letterboxd.com/film/slime-city/,3.5
2017-07-09,The Abomination,1986,https://letterboxd.com/film/the-abomination/,2.5
2017-07-09,Faces of Death,1978,https://letterboxd.com/film/faces-of-death/,3
2017-07-10,Get Me Roger Stone,2017,https://letterboxd.com/film/get-me-roger-stone/,3
2017-07-14,Invaders from Mars,1986,https://letterboxd.com/film/invaders-from-mars-1986/,3
2017-07-16,The Big Sick,2017,https://letterboxd.com/film/the-big-sick/,4
2017-07-17,Treasure of the Four Crowns,1983,https://letterboxd.com/film/treasure-of-the-four-crowns/,4
2017-07-17,Dogs of Hell,1982,https://letterboxd.com/film/dogs-of-hell/,2.5
2017-07-17,Hit the Road Running,1983,https://letterboxd.com/film/hit-the-road-running/,3.5
2017-07-17,13 Golden Nuns,1977,https://letterboxd.com/film/13-golden-nuns/,4
2017-07-19,The Last House on the Left,1972,https://letterboxd.com/film/the-last-house-on-the-left/,2.5
2017-07-20,Desistfilm,1954,https://letterboxd.com/film/desistfilm/,3.5
2017-07-20,The Dante Quartet,1987,https://letterboxd.com/film/the-dante-quartet/,4
2017-07-20,Night Music,1986,https://letterboxd.com/film/night-music/,4
2017-07-20,Rage Net,1988,https://letterboxd.com/film/rage-net/,3.5
2017-07-20,Glaze of Cathexis,1990,https://letterboxd.com/film/glaze-of-cathexis/,4
2017-07-20,Comingled Containers,1997,https://letterboxd.com/film/comingled-containers/,4.5
2017-07-23,Unconscious London Strata,1981,https://letterboxd.com/film/unconscious-london-strata/,3.5
2017-07-25,Unearthed & Untold: The Path to Pet Sematary,2017,https://letterboxd.com/film/unearthed-untold-the-path-to-pet-sematary/,2.5
2017-07-27,It,1990,https://letterboxd.com/film/it-1990/,3
2017-07-29,Frankenstein Meets the Space Monster,1965,https://letterboxd.com/film/frankenstein-meets-the-space-monster/,4
2017-07-29,The Monster of Piedras Blancas,1959,https://letterboxd.com/film/the-monster-of-piedras-blancas/,3.5
2017-07-30,Blood Feast,1963,https://letterboxd.com/film/blood-feast/,4
2017-07-30,The Sadist,1963,https://letterboxd.com/film/the-sadist/,4
2017-07-30,Spider Baby,1967,https://letterboxd.com/film/spider-baby/,3
2017-08-02,I Called Him Morgan,2016,https://letterboxd.com/film/i-called-him-morgan/,4
2017-08-04,American Anarchist,2016,https://letterboxd.com/film/american-anarchist/,4
2017-08-12,13 Cameras,2015,https://letterboxd.com/film/13-cameras/,2
2017-08-21,In the Mirror of Maya Deren,2002,https://letterboxd.com/film/in-the-mirror-of-maya-deren/,4
2017-08-21,The Founder,2016,https://letterboxd.com/film/the-founder/,4
2017-08-24,S Is for Stanley,2015,https://letterboxd.com/film/s-is-for-stanley/,4
2017-08-25,Birth of the Living Dead,2013,https://letterboxd.com/film/birth-of-the-living-dead/,3
2017-08-28,Friday the 13th Part VIII: Jason Takes Manhattan,1989,https://letterboxd.com/film/friday-the-13th-part-viii-jason-takes-manhattan/,2.5
2017-09-01,Society,1989,https://letterboxd.com/film/society/,3
2017-09-02,Suspiria,1977,https://letterboxd.com/film/suspiria/,4
2017-09-03,The Bird with the Crystal Plumage,1970,https://letterboxd.com/film/the-bird-with-the-crystal-plumage/,3.5
2017-09-03,The Other Hell,1981,https://letterboxd.com/film/the-other-hell/,3.5
2017-09-03,Demons,1985,https://letterboxd.com/film/demons/,3.5
2017-09-03,Blood and Black Lace,1964,https://letterboxd.com/film/blood-and-black-lace/,3
2017-09-03,Tenebre,1982,https://letterboxd.com/film/tenebre/,3.5
